Order,,,common name ,species,,,placenta_invasiveness,,interdigitation_placenta,,,,,,
Cingulata,Dasypodidae,Dasypus,nine-banded armadillo,Dasypus novemcinctus,polygynous,2,hemo,1,Trabecular,2,solitary,1,Hemo Trab,http://placentation.ucsd.edu/arm.html,
Cingulata,Dasypodidae,Euphractus,six-banded armadillo,Euphractus sexcinctus,polygynous,2,hemo,1,Trabecular,2,solitary,1,Hemo Trab,,
Cingulata,Dasypodidae,Tolypeutes, Brazilian three-banded armadillo,Tolypeutes tricinctus,polygynous,2,endo,2,Trabecular,2,solitary,1,EndoTrab,http://placentation.ucsd.edu/3bandedarmadillofs.htm,
Dermoptera,,,Philippine flying lemur,Cynocephalus volans,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D45,
Erinaceomorpha,Erinaceidae,Atelerix, four-toed hedgehog,Atelerix albiventris,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jmor.20289,
Erinaceomorpha,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,https://www.sciencedirect.com/science/article/pii/S014340041630529X,
Eulipotyphla,,,northern short-tailed shrew,Blarina brevicauda,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D113,
Eulipotyphla,,,common mole ,Scalopus aquaticus,,,epi,3,Villous,3,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D116,
Eulipotyphla,,,Hispaniolan solenodon,Solenodon paradoxus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D108,
Eulipotyphla,,,common shrew ,Sorex araneus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D112,
Eulipotyphla,,,smoky shrew ,Sorex fumeus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D111,
Eulipotyphla,,,Eurasian pygmy shrew ,Sorex minutus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D110,
Eulipotyphla,,,Asian house shrew ,Suncus murinus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D109,
Eulipotyphla,,,European mole ,Talpa europaea,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D115,
Hyracoidea,Procaviidae,Heterohyrax,yellow-spotted rock hyrax ,Heterohyrax brucei,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Hyracoidea,Procaviidae,Procavia,rock hyrax,Procavia capensis,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Lagomorpha,Leporidae,Brachylagus,pygmy rabbit,Brachylagus idahoensis,polygynous,2,hemo,1,Labyrinthine,1,no data,,HemoLab,https://greatbasin.wr.usgs.gov/docs/pyra_oliver_rpt2004.pdf,
Lagomorpha,Leporidae,Lepus,snowshoe hare,Lepus americanus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Lagomorpha,,,American pika ,Ochotona princeps,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D87,
Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Lagomorpha,Leporidae,Sylvilagus,swamp rabbit,Sylvilagus aquaticus,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,,
Lagomorpha,Leporidae,Sylvilagus,desert cottontail ,Sylvilagus audubonii,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Lagomorpha,Leporidae,Sylvilagus, eastern cottontail ,Sylvilagus floridanus,polygynous,2,epi,3,Labyrinthine,1,solitary,1,EpiLab,,
Lagomorpha,Leporidae,Sylvilagus,New England cottontail,Sylvilagus transitionalis,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Macroscelidea,Macroscelididae,Rhynchocyon,short-snouted elephant shrew,Elephantulus brachyrhynchus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,https://books.google.com/books?id=yQzSe71g2AcC&pg=PA702&lpg=PA702&dq=Elephantulus+brachyrhynchus+placenta&source=bl&ots=lmr1jpn5EJ&sig=ACfU3U0YoCEQH4YQOzSyd1zk1KbtTw0Neg&hl=en&sa=X&ved=2ahUKEwjH4JekmIPlAhWFnp4KHQ6DAfMQ6AEwEXoECAoQAg#v=onepage&q=Elephantulus%20brachyrhynchus%20placenta&f=false,
Macroscelidea,,,eastern rock elephant shrew,Elephantulus myurus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D74,
Macroscelidea,,,rufous elephant shrew,Elephantulus rufescens,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D73,
Macroscelidea,Macroscelididae,Macroscelides,round-eared elephant shrew,Macroscelides proboscideus,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Macroscelidea,,, four-toed elephant shrew ,Petrodromus tetradactylus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D71,
Macroscelidea,,,golden-rumped elephant shrew,Rhynchocyon chrysopygus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D72,
Macroscelidea,Macroscelididae,Rhynchocyon,black and rufous elephant shrew,Rhynchocyon petersi,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,http://placentation.ucsd.edu/elepshrew.htm,
Orders,Family,Genus,common name,Species,Mating,,Placenta invasiveness,,Interdigitation (placenta),,Dispersal,,invasivness_interdigitation_code,invasivness Source ,
Perissodactyla,Rhinocerotidae,Diceros,hook-lipped rhinoceros, diceros,polygynous,2,epi,3,Villous,3,solitary,1,EpiVil,,
Perissodactyla,Rhinocerotidae,Ceratotherium,white rhinoceros,Ceratotherium simum,polygynous,2,epi,3,Villous,3,solitary,1,EpiVil,http://placentation.ucsd.edu/wrhino.html,
Perissodactyla,Rhinocerotidae,Dicerorhinus,Sumatran rhinoceros,Dicerorhinus sumatrensis,polygynous,2,epi,3,Villous,3,solitary,1,EpiVil,,
Perissodactyla,Rhinocerotidae,Diceros,black rhinoceros,Diceros bicornis,polygynous,2,epi,3,Villous,3,solitary,1,EpiVil,http://placentation.ucsd.edu/blkrhino.htm,
Perissodactyla,Equidae,Equus,African wild donkey,Equus africanus,polygynous,2,epi,3,Villous,3,male,2,EpiVil,http://placentation.ucsd.edu/somal.htm,
Perissodactyla,Equidae,Equus,Wild ass,Equus asinus,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Perissodactyla,,,Burchell's zebra ,Equus burchellii,,,epi,3,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D57,
Perissodactyla,,,horse,Equus caballus,,,epi,3,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D56,
Perissodactyla,Equidae,Equus,wild horse,Equus ferus,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Perissodactyla,Equidae,Equus,Grévy's zebra,Equus grevyi,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,http://placentation.ucsd.edu/zeb.htm,
Perissodactyla,Equidae,Equus,onager ,Equus hemionus,monogamous,1,epi,3,Villous,3,male,2,EpiVil,http://placentation.ucsd.edu/kiang.html,
Perissodactyla,,,kiang ,Equus kiang,,,epi,3,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D55,
Perissodactyla,Equidae,Equus,plains zebra,Equus quagga,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Perissodactyla,Equidae,Equus,mountain zebra,Equus zebra,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,http://placentation.ucsd.edu/zeb.htm,
Perissodactyla,Rhinocerotidae,Rhinoceros, Indian rhinoceros,Rhinoceros unicornis,monogamous,1,epi,3,Villous,3,solitary,1,EpiVil,http://placentation.ucsd.edu/rhino.html,
Perissodactyla,Tapiridae,Tapirus,Baird's tapir ,Tapirus bairdii,monogamous,1,epi,3,Villous,3,solitary,1,EpiVil,http://placentation.ucsd.edu/tapirfs.html,
Perissodactyla,Tapiridae,Tapirus,Malayan tapir,Tapirus indicus,monogamous,1,epi,3,Villous,3,solitary,1,EpiVil,http://placentation.ucsd.edu/tapirfs.html,
Perissodactyla,Tapiridae,Tapirus,mountain tapir,Tapirus pinchaque,polygynous,2,epi,3,Villous,3,solitary,1,EpiVil,,
Perissodactyla,,,South American tapir,Tapirus terrestris,,,epi,3,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D117,
Pholidota,Manidae,Manis,tree pangolin,Manis tricuspis,monogamous,1,epi,3,Villous,3,solitary,1,EpiVil,http://placentation.ucsd.edu/pangolinfs.htm,
Pilosa,Bradypodidae,Bradypus,pygmy three-toed sloth ,Bradypus pygmaeus,polygynous,2,endo,2,Trabecular,2,solitary,1,Hemo Trab,,
Pilosa,,,maned sloth ,Bradypus torquatus,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D25,
Pilosa,Bradypodidae,Bradypus,pale-throated sloth,Bradypus tridactylus,polygynous,2,endo,2,Trabecular,2,solitary,1,EndoTrab,http://placentation.ucsd.edu/sloth.htm,
Pilosa,Bradypodidae,Bradypus,brown-throated sloth,Bradypus variegatus,monogamous,1,endo,2,Trabecular,2,solitary,1,EndoTrab,,
Pilosa,Megalonychidae,Choloepus,Linnaeus's two-toed sloth ,Choloepus didactylus,polygynous,2,endo,2,Trabecular,2,solitary,1,EndoTrab,http://placentation.ucsd.edu/chol.html,
Pilosa,Megalonychidae,Choloepus,Hoffmann's two-toed sloth,Choloepus hoffmanni,polygynous,2,endo,2,Trabecular,2,solitary,1,EndoTrab,http://placentation.ucsd.edu/chol.html,
Pilosa,,,silky anteater,Cyclopes didactylus,,,hemo,1,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D44,
Pilosa,Myrmecophagidae,Myrmecophaga,giant anteater,Myrmecophaga tridactyla,polygynous,2,hemo,1,Trabecular,2,solitary,1,Hemo Trab,http://placentation.ucsd.edu/antfs.htm,
Pilosa,,, southern tamandua,Tamandua tetradactyla,,,hemo,1,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D84,
Primates,Cercopithecidae,Allenopithecus,Allen's swamp monkey,Allenopithecus nigroviridis,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Primates,Cercopithecidae,Allochrocebus,mountain monkey,Allochrocebus lhoesti,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Atelidae,Alouatta,black howler ,Alouatta caraya,polygynous,2,hemo,1,Villous,3,male,2,HemoVil,,
Primates,Atelidae,Alouatta,mantled howler ,Alouatta palliata,polygynous,2,hemo,1,Villous,3,male,2,HemoVil,http://placentation.ucsd.edu/howlerfs.htm,
Primates,Cebidae,Alouatta,Colombian red howler,Alouatta seniculus,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/howler.html,
Primates,Aotidae,Aotus,three-striped night monkey,Aotus trivirgatus,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Loridae,Arctocebus,golden angwantibo,Arctocebus aureus,polygynous,2,epi,3,Villous,3,solitary,1,EpiVil,,
Primates,Atelidae,Ateles,Spider monkey,Ateles ,polygynous,2,hemo,1,Villous,3,female,3,HemoVil,http://placentation.ucsd.edu/mon.html,
Primates,Cebidae,Ateles,black-headed spider monkey,Ateles fusciceps,polygynous,2,hemo,1,Trabecular,2,female,3,Hemo Trab,http://placentation.ucsd.edu/mon.html,
Primates,Cebidae,Ateles,Geoffroy’s spider monkey,Ateles geoffroyi,polygynous,2,hemo,1,Trabecular,2,female,3,Hemo Trab,http://placentation.ucsd.edu/mon.html,
Primates,Cebidae,Ateles,red-faced spider monkey ,Ateles paniscus,polygynous,2,hemo,1,Trabecular,2,female,3,Hemo Trab,http://placentation.ucsd.edu/mon.html,
Primates,Pitheciidae,Cacajao,bald uakari,Cacajao calvus,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Pitheciidae,Cacajao,golden-backed uakari ,Cacajao melanocephalus,polygynous,2,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Pitheciidae,Callicebus,white-eared titi,Callicebus donacophilus,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/,
Primates,Pitheciidae,Callicebus,Rio Beni titi ,Callicebus modestus,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Pitheciidae,Callicebus,red-bellied titi,Callicebus moloch,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Pitheciidae,Callicebus,Rio Mayo titi ,Callicebus oenanthe,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Cebidae,Callimico,Goeldi's marmoset,Callimico goeldii,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cebidae,Callithrix, white-headed marmoset,Callithrix geoffroyi,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Callitrichidae,Callithrix,common marmoset,Callithrix jacchus,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Callitrichidae,Callithrix,Wied's marmoset ,Callithrix kuhlii,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/,
Primates,Callitrichidae,Callithrix,black-tufted marmoset,Callithrix penicillata,monogamous,1,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Callitrichidae,Callithrix,pygmy marmoset,Callithrix pygmaea,monogamous,1,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Callitrichidae,Cebuella,western pygmy marmoset ,Cebuella pygmaea,monogamous,1,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cebidae,Cebus,Humboldt's white-fronted capuchin ,Cebus albifrons,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/capuchin.htm,
Primates,Cebidae,Cebus,tufted capuchin ,Cebus apella,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/capuchin.htm,
Primates,Cebidae,Cebus,Colombian white-faced capuchin ,Cebus capucinus,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/capuchin.htm,
Primates,Cebidae,Cebus,Panamanian white-faced capuchin,Cebus imitator,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Cercocebus,agile mangabey,Cercocebus agilis,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cercopithecidae,Cercocebus,golden-bellied mangabey,Cercocebus chrysogaster,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Cercocebus,collared mangabey,Cercocebus torquatus,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/,
Primates,Cercopithecidae,Cercopithecus,red-tailed monkey,Cercopithecus ascanius,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/lesserspotnosedmonkey.htm,
Primates,Cercopithecidae,Cercopithecus,moustached guenon,Cercopithecus cephus,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/kolb.html,
Primates,Cercopithecidae,Cercopithecus,Diana monkey ,Cercopithecus diana,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/kolb.html,
Primates,Cercopithecidae,Cercopithecus,Hamlyn's monkey,Cercopithecus hamlyni,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/kolb.html,
Primates,Cercopithecidae,Cercopithecus,L'Hoest's monkey,Cercopithecus lhoesti,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Cercopithecus, blue monkey,Cercopithecus mitis,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/kolb.html,
Primates,Cercopithecidae,Cercopithecus,mona monkey,Cercopithecus mona,polygynous,2,hemo,1,Trabecular,2,male,3,Hemo Trab,http://placentation.ucsd.edu/lesserspotnosedmonkey.htm,
Primates,Cercopithecidae,Cercopithecus,De Brazza's monkey,Cercopithecus neglectus,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cercopithecidae,Cercopithecus,greater spot-nosed monkey,Cercopithecus nictitans,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/lesserspotnosedmonkey.htm,
Primates,Cercopithecidae,Cercopithecus,lesser spot-nosed monkey,Cercopithecus petaurista,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/lesserspotnosedmonkey.htm,
Primates,Cercopithecidae,Cercopithecus,crested mona monkey,Cercopithecus pogonias,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cheirogaleidae,Cheirogaleus, fat-tailed dwarf lemur ,Cheirogaleus medius,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Cercopithecidae,Chlorocebus,grivet,Chlorocebus aethiops,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cercopithecidae,Chlorocebus,vervet monkey,Chlorocebus pygerythrus,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Chlorocebus,green monkey ,Chlorocebus sabaeus,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cercopithecidae,Colobus,Angola colobus,Colobus angolensis,polygynous,2,hemo,,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/colob.htm,
Primates,Cercopithecidae,Colobus,mantled guereza ,Colobus guereza,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Daubentoniidae,Daubentonia, aye-aye,Daubentonia madagascariensis,polygynous,2,epi,3,Villous,3,solitary,1,EpiVil,,
Primates,Cercopithecidae,Erythrocebus,patas monkey,Erythrocebus patas,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/patas.html,
Primates,Lemuridae,Eulemur,white-headed lemur,Eulemur albifrons,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Lemuridae,Eulemur,collared brown lemur ,Eulemur collaris,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,http://placentation.ucsd.edu/brlemur.htm,
Primates,Cheirogaleidae,Phaner,crowned lemur,Eulemur coronatus,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Cheirogaleidae,Microcebus,common brown lemur ,Eulemur fulvus,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,http://placentation.ucsd.edu/brlemur.htm,
Primates,Lemuridae,Eulemur,black lemur,Eulemur macaco,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Lemuridae,Eulemur,mongoose lemur,Eulemur mongoz,monogamous,1,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Lemuridae,Eulemur, red-bellied lemur,Eulemur rubriventer,monogamous,1,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Lemuridae,Eulemur,red lemur,Eulemur rufus,polygynous,2,epi,3,Villous,3,male,2,EpiVil,,
Primates,Lemuridae,Eulemur,Sanford's brown lemur,Eulemur sanfordi,no data,,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Galagonidae,Galago,Mohol bushbaby,Galago moholi,polygynous,2,epi,3,Villous,3,male,2,EpiVil,,
Primates,Galagonidae,Galago,Senegal bushbaby,Galago senegalensis,polygynous,2,epi,3,Villous,3,male,2,EpiVil,https://www.ncbi.nlm.nih.gov/pubmed/16174532,
Primates,Hominidae,Gorilla,western gorilla,Gorilla gorilla,polygynous,2,hemo,1,Villous,3,male,2,HemoVil,,
Primates,Lemuridae,Hapalemur, Lac Alaotra bamboo lemur,Hapalemur alaotrensis,monogamous,1,epi,3,Villous,3,female,3,EpiVil,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/varecia,
Primates,Lemuridae,Hapalemur,eastern lesser bamboo lemur,Hapalemur griseus,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Primates,,,Humans,Homo sapiens,,,hemo,1,Villous,3,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D67,
Primates,Hylobatidae,Hylobates,agile gibbon,Hylobates agilis,monogamous,1,hemo,1,Villous,3,male,2,HemoVil,,
Primates,Hylobatidae,Hylobates,black crested gibbon ,Hylobates concolor,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Hylobatidae,Hylobates,yellow-cheeked crested gibbon,Hylobates gabriellae,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Hylobatidae,Hylobates,hoolock gibbons,Hylobates hoolock,monogamous,1,hemo,1,Villous,3,solitary,1,HemoVil,,
Primates,Hylobatidae,Hylobates,lar gibbon,Hylobates lar,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Hylobatidae,Hylobates,northern white-cheeked gibbon,Hylobates leucogenys,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Hylobatidae,Hylobates,pileated gibbon,Hylobates pileatus,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,
Primates,,,indri,Indri indri,,,epi,3,Villous,3,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D69,
Primates,Atelidae,Lagothrix, gray woolly monkey ,Lagothrix cana,polygynous,2,hemo,1,Villous,3,herd,4,HemoVil,http://placentation.ucsd.edu/woolly.htm,
Primates,Cebidae,Lagothrix,brown woolly monkey,Lagothrix lagotricha,no data,,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/woolly.htm,
Primates,Callitrichidae,Leontopithecus,golden-headed lion tamarin,Leontopithecus chrysomelas,monogamous,1,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/tam.html,
Primates,Cebidae,Leontopithecus,lion tamrin,Leontopithecus midas,monogamous,1,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/tam.html,
Primates,Callitrichidae,Leontopithecus,golden lion tamarin,Leontopithecus rosalia,monogamous,1,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/tam.html,
Primates,Cercopithecidae,Lophocebus,black crested mangabey,Lophocebus aterrimus,no data,,hemo,1,Villous,3,male,2,HemoVil,,
Primates,Loridae,Loris, red slender loris,Loris tardigradus,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Cercopithecidae,Macaca,crab-eating macaque,Macaca fascicularis,polygynous,2,hemo,1,Trabecular,2,male,4,Hemo Trab,,
Primates,Cercopithecidae,Macaca,Japanese macaque ,Macaca fuscata,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Macaca,rhesus macaque,Macaca mulatta,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Macaca,Celebes crested macaque,Macaca nigra,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/macfs.html,
Primates,Cercopithecidae,Macaca,bonnet macaque,Macaca radiata,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cercopithecidae,Macaca,lion-tailed macaque,Macaca silenus,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Mandrillus,mandrill ,Mandrillus sphinx,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cheirogaleidae,Microcebus,gray mouse lemur,Microcebus murinus,polygynous,2,epi,3,Villous,3,male,2,EpiVil,,
Primates,Cercopithecidae,Miopithecus,Angolan talapoin,Miopithecus talapoin,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cheirogaleidae,Microcebus,Coquerel's giant mouse lemur,Mirza coquereli,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
